	gene	importance
69	DEG_ENSG00000159335.15	0.0
67	DEG_ENSG00000258922.1	0.0
81	DEG_ENSG00000171552.12	0.0
66	DEG_ENSG00000225873.4	0.0
64	DEG_ENSG00000108582.11	0.0
63	DEG_ENSG00000231933.7	0.0
62	DEG_ENSG00000238719.1	0.0
61	DEG_ENSG00000115590.13	0.0
59	DEG_ENSG00000171049.8	0.0
58	DEG_ENSG00000181016.9	0.0
57	DEG_ENSG00000132819.16	0.0
56	DEG_ENSG00000212743.2	0.0
55	DEG_ENSG00000204323.5	0.0
80	DEG_ENSG00000277463.1	0.0
82	DEG_ENSG00000103569.9	0.0
109	DEG_ENSG00000181788.3	0.0
96	DEG_ENSG00000256269.8	0.0
107	DEG_ENSG00000184792.15	0.0
106	DEG_ENSG00000113368.11	0.0
105	DEG_ENSG00000179632.9	0.0
104	DEG_ENSG00000112303.13	0.0
102	DEG_ENSG00000235749.2	0.0
101	DEG_ENSG00000038219.12	0.0
100	DEG_ENSG00000277371.1	0.0
99	DEG_ENSG00000264701.1	0.0
98	DEG_ENSG00000137266.14	0.0
97	DEG_ENSG00000148187.17	0.0
95	DEG_ENSG00000130159.13	0.0
83	DEG_ENSG00000134873.9	0.0
94	DEG_ENSG00000112096.17	0.0
93	DEG_ENSG00000151726.13	0.0
92	DEG_ENSG00000258137.5	0.0
91	DEG_ENSG00000166446.14	0.0
90	DEG_ENSG00000214293.8	0.0
89	DEG_ENSG00000115137.11	0.0
88	DEG_ENSG00000176788.8	0.0
87	DEG_ENSG00000179299.16	0.0
86	DEG_ENSG00000188895.11	0.0
85	DEG_ENSG00000207698.1	0.0
54	DEG_ENSG00000166130.14	0.0
53	DEG_ENSG00000223819.2	0.0
52	DEG_ENSG00000253519.1	0.0
15	DEG_ENSG00000186792.16	0.0
25	DEG_ENSG00000275401.1	0.0
24	DEG_ENSG00000067836.12	0.0
23	DEG_ENSG00000244242.1	0.0
22	DEG_ENSG00000237261.2	0.0
21	DEG_ENSG00000266126.1	0.0
20	DEG_ENSG00000259318.1	0.0
19	DEG_ENSG00000281162.2	0.0
18	DEG_ENSG00000103154.9	0.0
17	DEG_ENSG00000139890.9	0.0
16	DEG_ENSG00000183666.16	0.0
14	DEG_ENSG00000196741.5	0.0
51	DEG_ENSG00000246016.2	0.0
13	DEG_ENSG00000235119.1	0.0
12	DEG_ENSG00000260583.1	0.0
11	DEG_ENSG00000188690.13	0.0
10	DEG_ENSG00000255421.1	0.0
9	DEG_ENSG00000270544.1	0.0
8	DEG_ENSG00000093134.14	0.0
7	DEG_ENSG00000274677.1	0.0
5	DEG_ENSG00000152463.14	0.0
4	DEG_ENSG00000274068.1	0.0
3	DEG_ENSG00000138411.12	0.0
26	DEG_ENSG00000200855.1	0.0
27	DEG_ENSG00000114737.15	0.0
28	DEG_ENSG00000272810.1	0.0
29	DEG_ENSG00000136840.18	0.0
50	DEG_ENSG00000102010.14	0.0
49	DEG_ENSG00000174007.7	0.0
48	DEG_ENSG00000188158.15	0.0
47	DEG_ENSG00000110911.15	0.0
46	DEG_ENSG00000234034.1	0.0
45	DEG_ENSG00000253981.5	0.0
44	DEG_ENSG00000146122.16	0.0
43	DEG_ENSG00000143486.15	0.0
42	DEG_ENSG00000135378.3	0.0
41	DEG_ENSG00000171865.9	0.0
40	DEG_ENSG00000189337.16	0.0
39	DEG_ENSG00000011198.9	0.0
38	DEG_ENSG00000236345.1	0.0
37	DEG_ENSG00000249392.1	0.0
36	DEG_ENSG00000139112.10	0.0
35	DEG_ENSG00000134779.14	0.0
34	DEG_ENSG00000100116.16	0.0
33	DEG_ENSG00000189134.3	0.0
32	DEG_ENSG00000111261.13	0.0
31	DEG_ENSG00000057704.12	0.0
30	DEG_ENSG00000111490.13	0.0
108	DEG_ENSG00000130821.15	0.0
110	DEG_ENSG00000010318.20	0.0
216	DEG_ENSG00000130021.13	0.0
178	DEG_ENSG00000186115.12	0.0
188	DEG_ENSG00000178726.6	0.0
187	DEG_ENSG00000142156.14	0.0
186	DEG_ENSG00000105835.11	0.0
185	DEG_ENSG00000154122.13	0.0
184	DEG_ENSG00000059728.10	0.0
183	DEG_ENSG00000243417.1	0.0
182	DEG_ENSG00000233246.1	0.0
181	DEG_ENSG00000285861.1	0.0
180	DEG_ENSG00000092200.12	0.0
179	DEG_ENSG00000204701.2	0.0
177	DEG_ENSG00000182247.9	0.0
190	DEG_ENSG00000259349.1	0.0
176	DEG_ENSG00000254788.7	0.0
175	DEG_ENSG00000166523.7	0.0
174	DEG_ENSG00000099785.10	0.0
173	DEG_ENSG00000279821.1	0.0
172	DEG_ENSG00000071564.14	0.0
171	DEG_ENSG00000249662.6	0.0
170	DEG_ENSG00000164674.15	0.0
169	DEG_ENSG00000203446.2	0.0
168	DEG_ENSG00000010539.11	0.0
167	DEG_ENSG00000160179.18	0.0
189	DEG_ENSG00000266922.1	0.0
191	DEG_ENSG00000134627.11	0.0
111	DEG_ENSG00000119723.16	0.0
204	DEG_ENSG00000084110.10	0.0
215	DEG_ENSG00000125991.19	0.0
214	DEG_ENSG00000133069.16	0.0
213	DEG_ENSG00000226842.1	0.0
212	DEG_ENSG00000155744.9	0.0
211	DEG_ENSG00000274357.1	0.0
210	DEG_ENSG00000102882.11	0.0
209	DEG_ENSG00000167110.17	0.0
207	DEG_ENSG00000140403.12	0.0
206	DEG_ENSG00000135407.10	0.0
205	DEG_ENSG00000267512.1	0.0
203	DEG_ENSG00000284930.1	0.0
192	DEG_ENSG00000167434.9	0.0
202	DEG_ENSG00000167705.11	0.0
201	DEG_ENSG00000106263.17	0.0
200	DEG_ENSG00000179262.9	0.0
199	DEG_ENSG00000048162.20	0.0
198	DEG_ENSG00000280181.1	0.0
197	DEG_ENSG00000236388.1	0.0
196	DEG_ENSG00000183172.8	0.0
195	DEG_ENSG00000244687.11	0.0
194	DEG_ENSG00000234638.1	0.0
193	DEG_ENSG00000145491.11	0.0
166	DEG_ENSG00000182310.14	0.0
165	DEG_ENSG00000221869.4	0.0
164	DEG_ENSG00000102580.14	0.0
125	DEG_ENSG00000189067.12	0.0
135	DEG_ENSG00000065600.12	0.0
134	DEG_ENSG00000140563.14	0.0
133	DEG_ENSG00000259225.6	0.0
132	DEG_ENSG00000146955.10	0.0
131	DEG_ENSG00000272853.1	0.0
130	DEG_ENSG00000254328.1	0.0
129	DEG_ENSG00000165046.12	0.0
128	DEG_ENSG00000236785.1	0.0
127	DEG_ENSG00000136630.12	0.0
126	DEG_ENSG00000177873.12	0.0
124	DEG_ENSG00000063854.12	0.0
163	DEG_ENSG00000263944.2	0.0
123	DEG_ENSG00000262001.1	0.0
122	DEG_ENSG00000256229.7	0.0
121	DEG_ENSG00000183597.15	0.0
120	DEG_ENSG00000272021.1	0.0
117	DEG_ENSG00000163235.15	0.0
116	DEG_ENSG00000051620.10	0.0
115	DEG_ENSG00000281883.1	0.0
114	DEG_ENSG00000275527.1	0.0
113	DEG_ENSG00000233527.8	0.0
112	DEG_ENSG00000173281.4	0.0
136	DEG_ENSG00000223878.1	0.0
137	DEG_ENSG00000244361.1	0.0
138	DEG_ENSG00000100218.11	0.0
139	DEG_ENSG00000105610.5	0.0
162	DEG_ENSG00000119471.14	0.0
161	DEG_ENSG00000170915.8	0.0
160	DEG_ENSG00000132286.11	0.0
159	DEG_ENSG00000166169.16	0.0
157	DEG_ENSG00000003402.19	0.0
156	DEG_ENSG00000115604.10	0.0
155	DEG_ENSG00000059804.15	0.0
154	DEG_ENSG00000128524.4	0.0
153	DEG_ENSG00000200731.1	0.0
152	DEG_ENSG00000263235.1	0.0
151	DEG_ENSG00000205250.8	0.0
150	DEG_ENSG00000186205.12	0.0
149	DEG_ENSG00000170837.2	0.0
148	DEG_ENSG00000163162.8	0.0
147	DEG_ENSG00000169895.5	0.0
146	DEG_ENSG00000121104.7	0.0
144	DEG_ENSG00000214706.10	0.0
143	DEG_ENSG00000114021.11	0.0
142	DEG_ENSG00000160588.9	0.0
141	DEG_ENSG00000104892.16	0.0
140	DEG_ENSG00000168495.12	0.0
429	DEG_ENSG00000157800.17	0.0
431	DEG_ENSG00000107521.18	0.0
865	DEG_ENSG00000101158.13	0.0
718	DEG_ENSG00000135766.8	0.0
729	DEG_ENSG00000035664.11	0.0
728	DEG_ENSG00000024422.11	0.0
727	DEG_ENSG00000165406.15	0.0
726	DEG_ENSG00000122970.15	0.0
725	DEG_ENSG00000130703.16	0.0
723	DEG_ENSG00000121057.12	0.0
722	DEG_ENSG00000144455.13	0.0
721	DEG_ENSG00000224672.4	0.0
720	DEG_ENSG00000232504.4	0.0
719	DEG_ENSG00000182923.17	0.0
717	DEG_ENSG00000140749.8	0.0
731	DEG_ENSG00000119782.13	0.0
716	DEG_ENSG00000126088.13	0.0
715	DEG_ENSG00000177830.17	0.0
714	DEG_ENSG00000181588.16	0.0
713	DEG_ENSG00000182885.16	0.0
712	DEG_ENSG00000088826.17	0.0
711	DEG_ENSG00000277449.1	0.0
710	DEG_ENSG00000142166.12	0.0
709	DEG_ENSG00000131828.13	0.0
708	DEG_ENSG00000241886.1	0.0
707	DEG_ENSG00000240244.3	0.0
730	DEG_ENSG00000243660.9	0.0
732	DEG_ENSG00000145982.12	0.0
705	DEG_ENSG00000086730.16	0.0
747	DEG_ENSG00000105321.13	0.0
757	DEG_ENSG00000260979.1	0.0
756	DEG_ENSG00000099998.17	0.0
755	DEG_ENSG00000129187.14	0.0
754	DEG_ENSG00000102445.18	0.0
753	DEG_ENSG00000224413.1	0.0
752	DEG_ENSG00000250548.6	0.0
751	DEG_ENSG00000060069.16	0.0
750	DEG_ENSG00000229196.3	0.0
749	DEG_ENSG00000135924.15	0.0
748	DEG_ENSG00000029534.20	0.0
746	DEG_ENSG00000008441.16	0.0
733	DEG_ENSG00000215114.8	0.0
744	DEG_ENSG00000178719.16	0.0
743	DEG_ENSG00000108433.16	0.0
742	DEG_ENSG00000270558.1	0.0
741	DEG_ENSG00000196371.3	0.0
740	DEG_ENSG00000004939.14	0.0
738	DEG_ENSG00000125877.12	0.0
737	DEG_ENSG00000096063.15	0.0
736	DEG_ENSG00000133606.10	0.0
735	DEG_ENSG00000140961.12	0.0
734	DEG_ENSG00000236444.4	0.0
706	DEG_ENSG00000253043.1	0.0
704	DEG_ENSG00000214629.3	0.0
432	DEG_ENSG00000100368.13	0.0
663	DEG_ENSG00000160712.12	0.0
673	DEG_ENSG00000263529.2	0.0
672	DEG_ENSG00000263940.2	0.0
671	DEG_ENSG00000188486.3	0.0
670	DEG_ENSG00000128918.14	0.0
669	DEG_ENSG00000265791.1	0.0
668	DEG_ENSG00000101220.17	0.0
667	DEG_ENSG00000142207.6	0.0
666	DEG_ENSG00000277581.1	0.0
665	DEG_ENSG00000270640.1	0.0
664	DEG_ENSG00000185896.10	0.0
661	DEG_ENSG00000066294.14	0.0
675	DEG_ENSG00000277763.1	0.0
660	DEG_ENSG00000118900.14	0.0
659	DEG_ENSG00000278828.1	0.0
658	DEG_ENSG00000274963.1	0.0
657	DEG_ENSG00000130695.15	0.0
656	DEG_ENSG00000122203.14	0.0
655	DEG_ENSG00000228242.6	0.0
654	DEG_ENSG00000260052.1	0.0
653	DEG_ENSG00000255459.1	0.0
652	DEG_ENSG00000008294.20	0.0
651	DEG_ENSG00000107147.12	0.0
674	DEG_ENSG00000102003.10	0.0
676	DEG_ENSG00000173926.5	0.0
703	DEG_ENSG00000255314.3	0.0
689	DEG_ENSG00000226985.6	0.0
702	DEG_ENSG00000166261.10	0.0
701	DEG_ENSG00000005893.15	0.0
699	DEG_ENSG00000170892.10	0.0
698	DEG_ENSG00000172270.19	0.0
697	DEG_ENSG00000278112.1	0.0
696	DEG_ENSG00000049249.8	0.0
695	DEG_ENSG00000135776.4	0.0
693	DEG_ENSG00000272669.1	0.0
691	DEG_ENSG00000111300.9	0.0
690	DEG_ENSG00000268240.1	0.0
688	DEG_ENSG00000236256.9	0.0
677	DEG_ENSG00000240966.3	0.0
687	DEG_ENSG00000203710.11	0.0
686	DEG_ENSG00000249096.6	0.0
685	DEG_ENSG00000272269.1	0.0
684	DEG_ENSG00000161103.11	0.0
683	DEG_ENSG00000279189.1	0.0
682	DEG_ENSG00000276651.1	0.0
681	DEG_ENSG00000206053.12	0.0
680	DEG_ENSG00000171295.12	0.0
679	DEG_ENSG00000106628.10	0.0
678	DEG_ENSG00000280228.1	0.0
758	DEG_ENSG00000126602.10	0.0
759	DEG_ENSG00000270175.1	0.0
760	DEG_ENSG00000246225.6	0.0
826	DEG_ENSG00000273188.1	0.0
836	DEG_ENSG00000111432.4	0.0
835	DEG_ENSG00000119640.8	0.0
834	DEG_ENSG00000121957.13	0.0
833	DEG_ENSG00000214026.10	0.0
832	DEG_ENSG00000132768.13	0.0
831	DEG_ENSG00000180347.13	0.0
830	DEG_ENSG00000249316.2	0.0
829	DEG_ENSG00000224877.3	0.0
828	DEG_ENSG00000105352.10	0.0
827	DEG_ENSG00000171051.8	0.0
825	DEG_ENSG00000168575.9	0.0
838	DEG_ENSG00000118420.16	0.0
824	DEG_ENSG00000237181.1	0.0
823	DEG_ENSG00000136925.14	0.0
822	DEG_ENSG00000243953.1	0.0
821	DEG_ENSG00000120162.9	0.0
820	DEG_ENSG00000166199.12	0.0
819	DEG_ENSG00000144130.11	0.0
818	DEG_ENSG00000237576.1	0.0
817	DEG_ENSG00000144535.19	0.0
816	DEG_ENSG00000183309.11	0.0
815	DEG_ENSG00000105865.10	0.0
837	DEG_ENSG00000226756.1	0.0
839	DEG_ENSG00000198933.9	0.0
761	DEG_ENSG00000135823.13	0.0
852	DEG_ENSG00000134330.18	0.0
864	DEG_ENSG00000257715.1	0.0
863	DEG_ENSG00000177283.7	0.0
862	DEG_ENSG00000234921.1	0.0
859	DEG_ENSG00000200999.1	0.0
858	DEG_ENSG00000079739.16	0.0
857	DEG_ENSG00000204613.10	0.0
856	DEG_ENSG00000259562.2	0.0
855	DEG_ENSG00000281376.1	0.0
854	DEG_ENSG00000188984.11	0.0
853	DEG_ENSG00000130347.12	0.0
851	DEG_ENSG00000125810.9	0.0
840	DEG_ENSG00000149212.11	0.0
850	DEG_ENSG00000259268.1	0.0
849	DEG_ENSG00000285730.1	0.0
848	DEG_ENSG00000231509.1	0.0
847	DEG_ENSG00000277740.1	0.0
1	DEG_ENSG00000271554.1	0.0
845	DEG_ENSG00000218809.1	0.0
844	DEG_ENSG00000118816.9	0.0
843	DEG_ENSG00000188315.7	0.0
842	DEG_ENSG00000164068.15	0.0
841	DEG_ENSG00000136869.14	0.0
814	DEG_ENSG00000197734.9	0.0
813	DEG_ENSG00000117394.21	0.0
812	DEG_ENSG00000104825.16	0.0
773	DEG_ENSG00000139637.13	0.0
783	DEG_ENSG00000178075.19	0.0
782	DEG_ENSG00000233461.5	0.0
781	DEG_ENSG00000279491.1	0.0
780	DEG_ENSG00000123636.17	0.0
779	DEG_ENSG00000225527.1	0.0
778	DEG_ENSG00000173212.4	0.0
777	DEG_ENSG00000130592.15	0.0
776	DEG_ENSG00000089006.16	0.0
775	DEG_ENSG00000068971.13	0.0
774	DEG_ENSG00000066117.14	0.0
772	DEG_ENSG00000178297.13	0.0
811	DEG_ENSG00000182389.19	0.0
771	DEG_ENSG00000277161.1	0.0
770	DEG_ENSG00000166167.17	0.0
769	DEG_ENSG00000136247.14	0.0
768	DEG_ENSG00000203721.6	0.0
767	DEG_ENSG00000125375.14	0.0
766	DEG_ENSG00000131876.16	0.0
765	DEG_ENSG00000279954.1	0.0
764	DEG_ENSG00000250539.1	0.0
763	DEG_ENSG00000173992.8	0.0
762	DEG_ENSG00000240777.2	0.0
784	DEG_ENSG00000237665.1	0.0
785	DEG_ENSG00000159339.13	0.0
786	DEG_ENSG00000204177.10	0.0
787	DEG_ENSG00000233746.1	0.0
810	DEG_ENSG00000236352.1	0.0
808	DEG_ENSG00000213139.7	0.0
807	DEG_ENSG00000132334.16	0.0
806	DEG_ENSG00000240663.3	0.0
805	DEG_ENSG00000196954.13	0.0
804	DEG_ENSG00000198799.11	0.0
803	DEG_ENSG00000264582.2	0.0
802	DEG_ENSG00000233393.1	0.0
801	DEG_ENSG00000258752.1	0.0
800	DEG_ENSG00000226266.6	0.0
799	DEG_ENSG00000243702.3	0.0
798	DEG_ENSG00000183421.11	0.0
797	DEG_ENSG00000261359.2	0.0
796	DEG_ENSG00000250644.3	0.0
795	DEG_ENSG00000069998.12	0.0
793	DEG_ENSG00000137270.10	0.0
792	DEG_ENSG00000135686.12	0.0
791	DEG_ENSG00000136732.15	0.0
790	DEG_ENSG00000115289.13	0.0
789	DEG_ENSG00000151893.14	0.0
788	DEG_ENSG00000007080.10	0.0
650	DEG_ENSG00000260838.3	0.0
649	DEG_ENSG00000184434.7	0.0
648	DEG_ENSG00000217083.1	0.0
498	DEG_ENSG00000136908.17	0.0
508	DEG_ENSG00000114656.11	0.0
507	DEG_ENSG00000084693.15	0.0
506	DEG_ENSG00000266668.1	0.0
505	DEG_ENSG00000244139.3	0.0
504	DEG_ENSG00000088992.17	0.0
503	DEG_ENSG00000074181.8	0.0
502	DEG_ENSG00000183621.15	0.0
501	DEG_ENSG00000179841.8	0.0
500	DEG_ENSG00000103047.7	0.0
499	DEG_ENSG00000126249.7	0.0
497	DEG_ENSG00000125170.10	0.0
510	DEG_ENSG00000143384.12	0.0
496	DEG_ENSG00000196083.9	0.0
495	DEG_ENSG00000157551.18	0.0
494	DEG_ENSG00000215244.2	0.0
493	DEG_ENSG00000255456.1	0.0
492	DEG_ENSG00000048991.16	0.0
491	DEG_ENSG00000261529.1	0.0
490	DEG_ENSG00000060138.12	0.0
489	DEG_ENSG00000110717.12	0.0
488	DEG_ENSG00000179526.16	0.0
487	DEG_ENSG00000269976.1	0.0
509	DEG_ENSG00000270885.1	0.0
511	DEG_ENSG00000070182.20	0.0
537	DEG_ENSG00000113916.17	0.0
525	DEG_ENSG00000213390.10	0.0
535	DEG_ENSG00000260452.1	0.0
534	DEG_ENSG00000177272.8	0.0
533	DEG_ENSG00000180509.11	0.0
532	DEG_ENSG00000011028.13	0.0
531	DEG_ENSG00000120215.9	0.0
530	DEG_ENSG00000227910.1	0.0
529	DEG_ENSG00000278861.1	0.0
528	DEG_ENSG00000106771.12	0.0
527	DEG_ENSG00000178057.14	0.0
526	DEG_ENSG00000140575.12	0.0
524	DEG_ENSG00000260621.1	0.0
512	DEG_ENSG00000168852.12	0.0
523	DEG_ENSG00000241721.1	0.0
522	DEG_ENSG00000075426.11	0.0
521	DEG_ENSG00000162367.11	0.0
520	DEG_ENSG00000188026.12	0.0
519	DEG_ENSG00000170871.11	0.0
518	DEG_ENSG00000105281.12	0.0
517	DEG_ENSG00000185950.8	0.0
515	DEG_ENSG00000236180.2	0.0
514	DEG_ENSG00000273472.1	0.0
513	DEG_ENSG00000161682.14	0.0
486	DEG_ENSG00000259182.5	0.0
485	DEG_ENSG00000251330.3	0.0
484	DEG_ENSG00000170525.20	0.0
444	DEG_ENSG00000138363.14	0.0
454	DEG_ENSG00000125124.11	0.0
453	DEG_ENSG00000262227.1	0.0
452	DEG_ENSG00000141968.7	0.0
451	DEG_ENSG00000007968.6	0.0
450	DEG_ENSG00000257094.1	0.0
449	DEG_ENSG00000135932.10	0.0
448	DEG_ENSG00000125735.10	0.0
447	DEG_ENSG00000086232.12	0.0
446	DEG_ENSG00000158856.18	0.0
445	DEG_ENSG00000130559.18	0.0
443	DEG_ENSG00000279180.1	0.0
483	DEG_ENSG00000143537.13	0.0
442	DEG_ENSG00000102145.13	0.0
441	DEG_ENSG00000013523.9	0.0
440	DEG_ENSG00000173535.14	0.0
439	DEG_ENSG00000105767.2	0.0
438	DEG_ENSG00000261173.1	0.0
437	DEG_ENSG00000276900.1	0.0
436	DEG_ENSG00000100504.16	0.0
435	DEG_ENSG00000012232.8	0.0
434	DEG_ENSG00000272689.1	0.0
433	DEG_ENSG00000260596.5	0.0
455	DEG_ENSG00000166947.13	0.0
456	DEG_ENSG00000196961.12	0.0
458	DEG_ENSG00000259626.2	0.0
459	DEG_ENSG00000203804.4	0.0
482	DEG_ENSG00000228506.1	0.0
481	DEG_ENSG00000276168.1	0.0
480	DEG_ENSG00000113749.7	0.0
478	DEG_ENSG00000174718.11	0.0
477	DEG_ENSG00000123700.4	0.0
476	DEG_ENSG00000230839.1	0.0
475	DEG_ENSG00000066926.10	0.0
474	DEG_ENSG00000214736.7	0.0
473	DEG_ENSG00000141985.9	0.0
472	DEG_ENSG00000236810.5	0.0
470	DEG_ENSG00000104903.4	0.0
469	DEG_ENSG00000275494.1	0.0
468	DEG_ENSG00000107262.21	0.0
467	DEG_ENSG00000135842.16	0.0
466	DEG_ENSG00000105371.9	0.0
465	DEG_ENSG00000276997.4	0.0
464	DEG_ENSG00000108309.13	0.0
463	DEG_ENSG00000129749.3	0.0
462	DEG_ENSG00000249086.1	0.0
461	DEG_ENSG00000131873.6	0.0
460	DEG_ENSG00000103342.12	0.0
536	DEG_ENSG00000174132.8	0.0
538	DEG_ENSG00000187553.8	0.0
647	DEG_ENSG00000116138.12	0.0
608	DEG_ENSG00000105974.11	0.0
619	DEG_ENSG00000156381.8	0.0
617	DEG_ENSG00000173930.8	0.0
616	DEG_ENSG00000285239.1	0.0
615	DEG_ENSG00000266160.2	0.0
614	DEG_ENSG00000135127.11	0.0
613	DEG_ENSG00000122254.6	0.0
612	DEG_ENSG00000161981.10	0.0
611	DEG_ENSG00000260239.1	0.0
610	DEG_ENSG00000184470.20	0.0
609	DEG_ENSG00000128482.15	0.0
607	DEG_ENSG00000185261.14	0.0
621	DEG_ENSG00000229563.6	0.0
606	DEG_ENSG00000148334.14	0.0
605	DEG_ENSG00000204304.11	0.0
604	DEG_ENSG00000065559.14	0.0
603	DEG_ENSG00000124731.12	0.0
602	DEG_ENSG00000257108.1	0.0
601	DEG_ENSG00000248559.1	0.0
600	DEG_ENSG00000267385.1	0.0
599	DEG_ENSG00000143416.20	0.0
598	DEG_ENSG00000108424.9	0.0
597	DEG_ENSG00000240203.3	0.0
620	DEG_ENSG00000283050.1	0.0
622	DEG_ENSG00000179715.12	0.0
539	DEG_ENSG00000135966.12	0.0
635	DEG_ENSG00000165283.15	0.0
646	DEG_ENSG00000243385.2	0.0
645	DEG_ENSG00000103994.17	0.0
644	DEG_ENSG00000130023.15	0.0
642	DEG_ENSG00000166140.17	0.0
641	DEG_ENSG00000141759.14	0.0
640	DEG_ENSG00000101004.14	0.0
639	DEG_ENSG00000264160.1	0.0
638	DEG_ENSG00000106268.15	0.0
637	DEG_ENSG00000124882.3	0.0
636	DEG_ENSG00000070423.17	0.0
634	DEG_ENSG00000283352.1	0.0
623	DEG_ENSG00000100626.16	0.0
633	DEG_ENSG00000180871.7	0.0
632	DEG_ENSG00000163421.8	0.0
631	DEG_ENSG00000233431.1	0.0
630	DEG_ENSG00000143815.14	0.0
629	DEG_ENSG00000198176.12	0.0
628	DEG_ENSG00000278600.1	0.0
627	DEG_ENSG00000161533.11	0.0
626	DEG_ENSG00000136040.8	0.0
625	DEG_ENSG00000137216.18	0.0
624	DEG_ENSG00000265145.1	0.0
595	DEG_ENSG00000232310.7	0.0
594	DEG_ENSG00000112335.14	0.0
593	DEG_ENSG00000105647.16	0.0
551	DEG_ENSG00000165030.3	0.0
562	DEG_ENSG00000135828.11	0.0
561	DEG_ENSG00000140332.15	0.0
560	DEG_ENSG00000248162.1	0.0
559	DEG_ENSG00000254477.2	0.0
558	DEG_ENSG00000275158.1	0.0
557	DEG_ENSG00000274008.1	0.0
556	DEG_ENSG00000109381.19	0.0
555	DEG_ENSG00000266195.2	0.0
553	DEG_ENSG00000242338.6	0.0
552	DEG_ENSG00000247624.6	0.0
550	DEG_ENSG00000019144.18	0.0
592	DEG_ENSG00000087589.16	0.0
549	DEG_ENSG00000120008.15	0.0
548	DEG_ENSG00000223044.1	0.0
547	DEG_ENSG00000103194.15	0.0
546	DEG_ENSG00000143224.17	0.0
545	DEG_ENSG00000143157.11	0.0
544	DEG_ENSG00000252784.1	0.0
543	DEG_ENSG00000264968.1	0.0
542	DEG_ENSG00000116741.7	0.0
541	DEG_ENSG00000147535.16	0.0
540	DEG_ENSG00000204392.10	0.0
563	DEG_ENSG00000149483.11	0.0
564	DEG_ENSG00000105701.15	0.0
565	DEG_ENSG00000110721.11	0.0
566	DEG_ENSG00000107672.14	0.0
591	DEG_ENSG00000213995.11	0.0
590	DEG_ENSG00000135318.11	0.0
589	DEG_ENSG00000232810.3	0.0
588	DEG_ENSG00000087116.15	0.0
587	DEG_ENSG00000259431.5	0.0
586	DEG_ENSG00000251434.1	0.0
585	DEG_ENSG00000143774.16	0.0
584	DEG_ENSG00000224100.1	0.0
583	DEG_ENSG00000040633.12	0.0
582	DEG_ENSG00000242247.10	0.0
581	DEG_ENSG00000255723.1	0.0
579	DEG_ENSG00000180185.11	0.0
578	DEG_ENSG00000101882.9	0.0
577	DEG_ENSG00000279799.1	0.0
576	DEG_ENSG00000270437.1	0.0
575	DEG_ENSG00000214954.8	0.0
573	DEG_ENSG00000284594.1	0.0
572	DEG_ENSG00000285667.1	0.0
570	DEG_ENSG00000157322.17	0.0
568	DEG_ENSG00000231705.1	0.0
567	DEG_ENSG00000263403.1	0.0
1691	circRNA_chr3_196064308_196069568_minus	0.0
