	pvalue_Dis	padj_Dis	log2FoldChange_Dis	baseMean_raw.Case_Dis	baseMean_raw.Control_Dis	pvalue_Rep	padj_Rep	log2FoldChange_Rep	baseMean_raw.Case_Rep	baseMean_raw.Control_Rep	Direction
chr13_32113070_32115580_plus	0.000342457	0.02317289	0.098629167	390.4678899	344.5625	1.5544096527049e-06	5.99541560121069e-05	0.119797671956129	283.916438356164	266.457471264368	1
chr17_30401360_30416350_plus	4.37e-05	0.008688965	0.097514799	3550.458716	3126.037037	1.28369660889525e-05	0.0002896104091212	0.0973327534548478	2080.47260273973	2000.50804597701	1
chr20_60158300_60163400_plus	0.000635462	0.030406181	0.096814797	547.4788991	478.1875	0.0001321553710504	0.0016160944505859	0.0959184782084588	389.23698630137	366.135632183908	1
chrX_21943700_21944450_plus	0.000693351	0.031675611	0.096784657	65.46972477	57.51157407	0.0265919897261831	0.0852356150397869	0.0617735241050136	41.3041095890411	41.1586206896552	1
chr11_9162320_9163270_minus	0.000930398	0.037075169	0.096402689	188.5633028	164.9583333	1.68724549265114e-05	0.0003494625012026	0.113861659126758	150.416438356164	142.045977011494	1
chr4_37892180_37900930_plus	0.000544228	0.02813906	0.096185479	1756.278899	1574.99537	1.82399472438088e-08	2.44781972418846e-06	0.139382132035578	1250.73287671233	1166.98390804598	1
chr15_90416300_90422510_plus	0.001519701	0.049071638	0.096099332	1265.921101	1068.550926	0.0349187555828083	0.103945781111184	0.0524360611997248	829.108219178082	807.149425287356	1
chr20_20548620_20555640_minus	2.57e-05	0.007304399	0.095409534	2084.717431	1842.761574	4.82096837169889e-05	0.0007719182752594	0.0880829523112962	1580.72465753425	1528.54712643678	1
chr4_159189860_159192530_plus	0.000757795	0.033038014	0.09521941	433.240367	386.9768519	1.46839880494639e-05	0.0003188470632758	0.107654352895142	277.706849315068	267.512643678161	1
chr2_159486900_159488480_minus	0.000408181	0.024551873	0.094251692	444.5522936	395.6689815	0.0002286263167448	0.0024434672235021	0.0901868699683135	278.298630136986	267.032183908046	1
chr10_104318910_104320650_minus	0.000992294	0.038921865	0.094221466	662.3412844	577.8148148	6.27041014079061e-11	3.33163526562211e-08	0.169576071037722	479.345205479452	436.091954022988	1
chr12_100136600_100140490_minus	1.39e-05	0.005618202	0.093761099	1548.401835	1365.513889	4.42119198127234e-12	4.65617763234167e-09	0.139108886798874	1043.1698630137	974.24367816092	1
chr1_176187450_176189690_minus	0.0001194	0.013962603	0.093374288	684.0568807	588.0185185	0.0061575048402526	0.028734654690084	0.0582392000593754	420.143835616438	411.462068965517	1
chr16_3861820_3863070_minus	0.000255004	0.020323202	0.093057028	341.0091743	297.8425926	0.0014081181335403	0.009438605647066	0.0710731857548892	260.461643835616	253.248275862069	1
chr6_17869100_17872000_minus	0.000920688	0.036923435	0.092898295	812.5247706	724.3726852	1.16334292284804e-08	1.75073023100281e-06	0.141701478692797	606.872602739726	564.35632183908	1
chr8_22610580_22610920_minus	0.001026296	0.039573281	0.092843175	64.9266055	59.8287037	2.85139677449405e-07	1.7264212796268e-05	0.131114220454099	55.3657534246575	52.7080459770115	1
chr17_42372490_42373070_minus	0.001283279	0.044571468	0.092671273	141.9724771	127.3773148	0.0001774518379635	0.0020183305379559	0.0990207311609073	103.530136986301	98.9448275862069	1
chr9_125179950_125180090_minus	0.001263353	0.044504945	0.092579538	36.72477064	33.57638889	0.0171361952370696	0.0617325090628347	0.0748018679949357	23.9630136986301	23.7011494252874	1
chr6_136564910_136565350_minus	0.000496973	0.026898726	0.092321172	88.91926606	79.13425926	0.0003192591516086	0.0031712414866004	0.0874236138648429	67.3712328767123	66.0551724137931	1
chr6_53252570_53253180_minus	0.000682015	0.031450396	0.092304842	158.7284404	144.5115741	0.0002718436303121	0.0027929948362971	0.092907527276764	127.567123287671	124.701149425287	1
chr14_96949190_96951810_plus	0.001021738	0.039458323	0.091340494	289.3761468	262.3333333	0.0001064296482187	0.0013683989525437	0.110224253746592	202.609589041096	197.687356321839	1
chr20_60165400_60172480_plus	0.001408049	0.046919346	0.090418282	762.8715596	674.8263889	4.94987584903434e-05	0.0007872328511277	0.103915010651566	577.872602739726	538.933333333333	1
chr13_32106210_32112930_plus	0.000382665	0.023644897	0.089711035	1362.970642	1214.724537	2.33470964855455e-07	1.47545465385945e-05	0.116632152010708	964.039726027397	910.197701149425	1
chr1_15869890_15871090_plus	0.000353081	0.023221305	0.089347224	102.8091743	90.89814815	8.36788955791468e-05	0.0011526878552397	0.0938863861564276	75.513698630137	72.9172413793103	1
chr17_51051710_51052050_minus	0.00115431	0.042518834	0.089256597	98.17247706	88.33101852	2.08089584054052e-09	4.67035544900624e-07	0.154393926329854	66.6315068493151	61.7195402298851	1
chr4_139468640_139470070_plus	0.000126819	0.014491585	0.089025978	144.3853211	130.9537037	0.0242407632368976	0.079524731712781	0.0542745661600962	97.7917808219178	96.464367816092	1
chr17_62624520_62626370_plus	0.000838147	0.034899547	0.088847394	172.2311927	155.5138889	3.02375996681412e-09	6.34867667225852e-07	0.155105758210583	128.898630136986	118.834482758621	1
chr10_92990350_92992480_plus	6.81e-05	0.011129463	0.088827558	239.6238532	210.7013889	4.78667029532092e-05	0.0007679721911624	0.0841159070958515	182.365753424658	177.287356321839	1
chr5_150789110_150790770_plus	0.000379967	0.023594714	0.088740692	160.853211	141.6435185	3.20172878251845e-05	0.0005655156638593	0.0989771273996928	119.990410958904	113.24367816092	1
chrX_120451930_120452640_minus	0.00149259	0.048698926	0.088541167	197.9009174	181.4398148	5.30897002981294e-13	1.06322334404754e-09	0.190762052292064	152.58904109589	138.613793103448	1
chr15_42485210_42485700_minus	0.001535474	0.049454849	0.088387826	120.4568807	107.375	1.64155614558019e-07	1.15002777329223e-05	0.141026413344783	91.7315068493151	86.1724137931034	1
chr22_42830220_42830490_minus	0.001253292	0.044504945	0.087980854	54.23486239	47.80324074	0.0023187194194941	0.0136919619157474	0.0817175088533356	37.6643835616438	36.448275862069	1
chr5_80412710_80418030_plus	0.000307259	0.021886647	0.087801137	1274.183486	1109.592593	0.004521111919639	0.0228779686740141	0.0600865715209172	877.76301369863	848.852873563218	1
chr6_53251170_53252340_minus	0.000428819	0.0251906	0.087373317	256.8972477	229.6180556	5.8170829838214904e-09	1.04446727919857e-06	0.127104308011582	188.594520547945	179.455172413793	1
chr6_87679850_87680740_minus	0.000156299	0.015521379	0.086773652	249.7192661	224.1041667	5.42877391373749e-07	2.77133585968933e-05	0.108937636511624	189.676712328767	179.735632183908	1
chr6_110793360_110794040_minus	0.000192536	0.017394283	0.086635617	185.506422	164.8472222	5.15102164877013e-05	0.000811308834021	0.0927658120325174	114.665753424658	109.508045977011	1
chr14_77518740_77519150_minus	0.000734069	0.032706776	0.085849373	101.3504587	89.90509259	0.0029461358297284	0.0164748752990378	0.0776472317753921	70.4739726027397	68.2528735632184	1
chrX_24489260_24491730_plus	0.001044796	0.039923544	0.084951381	221.906422	197.0138889	3.37685839557538e-06	0.0001063077488861	0.107153729788078	170.938356164384	163.075862068966	1
chr11_45958530_45962640_minus	0.000379717	0.023594714	0.084857356	1489.088073	1333.548611	0.0074219134949146	0.0331383155273713	0.0583354772777508	1029.94520547945	1011.75862068966	1
chr2_159505090_159509140_minus	0.000972122	0.038250536	0.084507997	1774.357798	1613.550926	0.0009078550338302	0.0068312155508008	0.0740050315023388	1179.31232876712	1139.55402298851	1
chr11_45994190_46014720_minus	0.000281131	0.021144066	0.084477206	11346.87339	10134.20139	0.0323809520821526	0.098426695775917	0.0468032492530487	7704.80821917808	7598.03908045977	1
chr12_7013660_7014250_minus	0.000219984	0.018706226	0.083923758	147.0348624	134.0810185	0.0052803214339858	0.0256671337815199	0.0630468416842166	101.421917808219	101.232183908046	1
chr2_25330850_25331780_minus	0.001323113	0.045230244	0.083886579	193.5779817	167.1712963	0.0011802994154681	0.0082538531511452	0.0678883579501781	141.902739726027	141.144827586207	1
chr12_100129670_100130390_minus	0.001458331	0.047830574	0.083824764	175.2770642	153.9976852	1.92711815689108e-06	6.97809752637821e-05	0.112995794971697	124.183561643836	116.636781609195	1
chr12_100134050_100135700_minus	0.000376039	0.023584892	0.083225448	429.359633	376.9467593	6.55191283428971e-08	6.02752829119196e-06	0.115681949798502	306.769863013699	292.144827586207	1
chr10_132652170_132664930_plus	2.19e-05	0.006854223	0.083134125	3961.355963	3513.111111	2.51507629931359e-06	8.51439262432389e-05	0.0900700695688386	2978.8	2877.88735632184	1
chr16_3856430_3859400_minus	0.000103022	0.013389945	0.082903822	911.2	788.2060185	0.0006109001952282	0.0050850785564399	0.0526696726137214	649.528767123288	642.905747126437	1
chrX_19822520_19824200_minus	0.000129049	0.014612851	0.082726053	610.8183486	535.4212963	0.0005778118359536	0.0048877315296472	0.0631297224760342	467.798630136986	451.977011494253	1
chr16_3860760_3861650_minus	0.000801281	0.034044242	0.082209267	230.9284404	202.3171296	0.0008762904788626	0.0066533165987719	0.0650332622953459	171.328767123288	166.88275862069	1
chr12_31702730_31703930_minus	0.000481493	0.026639709	0.082045999	306.2990826	280.7013889	3.9863993451143e-09	7.80345165037975e-07	0.136725897057427	218.5	208.029885057471	1
chr6_110806670_110808630_minus	0.000350458	0.02317289	0.081603671	638.4642202	568.4560185	1.7303491428058599e-12	3.0033093288633705e-09	0.136549102664699	444.386301369863	415.188505747126	1
chr17_42378140_42381520_minus	0.001111142	0.041814036	0.08159396	1377.655046	1261.0	5.185294696825781e-09	9.61726455454402e-07	0.138900758792103	1043.87397260274	979.786206896552	1
chr11_3783560_3784280_minus	0.000409948	0.024551873	0.080900935	180.4091743	164.7962963	1.05757648500656e-07	8.42018464438712e-06	0.112472719726789	138.901369863014	132.609195402299	1
chr12_100132870_100133910_minus	0.000604441	0.029775881	0.080850583	246.4954128	217.5925926	1.7295708445277802e-09	4.05670062498024e-07	0.135085313271577	171.313698630137	160.186206896552	1
chr3_32473770_32475180_minus	0.001044436	0.039923544	0.079722795	344.7889908	302.8726852	1.78664404911879e-07	1.23056290525946e-05	0.115282323275463	230.821917808219	220.409195402299	1
chr20_2104150_2111060_plus	1.61e-05	0.005910677	0.07972199	1081.711927	967.537037	7.68388353540728e-06	0.0001974826336074	0.0764446236401978	758.765753424658	749.609195402299	1
chr1_181015870_181016430_minus	0.000327145	0.022741121	0.078867157	181.5247706	165.7106481	8.25442458388865e-07	3.75740463767676e-05	0.106438954490842	112.067123287671	107.818390804598	1
chrX_2497030_2499320_minus	0.000151527	0.015302717	0.078700172	775.546789	687.2476852	1.8967575594899e-07	1.2893494271885e-05	0.0909334517980026	604.467123287671	569.88275862069	1
chrX_9655070_9672460_plus	0.000151864	0.015302717	0.078653659	8838.429358	7815.347222	0.0002284339349399	0.0024424137561237	0.0653317980651496	6146.42739726027	6004.01609195402	1
chr10_29704390_29707060_minus	0.001257386	0.044504945	0.078502292	683.7302752	613.3101852	0.0013311316618609	0.0090273542111356	0.0705903904032588	614.52602739726	593.928735632184	1
chr14_50220490_50221870_minus	0.001158733	0.042518834	0.07850035	368.1302752	323.724537	0.0028512469386455	0.0160571520760623	0.064880596091371	248.965753424658	240.275862068966	1
chr12_31723130_31728100_minus	0.000109391	0.013596733	0.078379228	1324.746789	1211.247685	3.05257133207832e-08	3.45537802741996e-06	0.104792017518649	923.943835616438	897.096551724138	1
chr16_3799420_3801210_minus	6.11e-05	0.010542524	0.078297626	394.8587156	346.9791667	7.8339842797668e-05	0.0011061288852311	0.0701946493409813	257.590410958904	252.618390804598	1
chr13_25281690_25283430_minus	0.000651278	0.030985253	0.077073956	462.3376147	411.6435185	4.9359470178278e-05	0.0007859778630528	0.0891603810242141	338.734246575342	329.08275862069	1
chr17_60651600_60653680_plus	0.000744201	0.032825783	0.074594075	215.1247706	194.2615741	5.3421033398712e-07	2.748649416078e-05	0.107499709250212	142.247945205479	136.128735632184	1
chr4_101084750_101085350_minus	0.001105155	0.041651376	0.074534822	129.2587156	115.1550926	0.00404743706962	0.0210413386796244	0.0632630561583744	92.0904109589041	90.6666666666667	1
chr20_62298350_62301580_plus	0.00123724	0.044392206	0.073763801	409.1944954	370.537037	1.28969647807069e-05	0.0002904057582135	0.0908786336412442	311.139726027397	297.24367816092	1
chr22_40293680_40296480_plus	0.000555833	0.028271792	0.072418985	452.187156	403.0833333	0.0120351724515546	0.0476991497604239	0.0430091146365752	351.019178082192	352.006896551724	1
chr3_101734300_101737010_plus	0.001260736	0.044504945	0.071488592	257.6990826	237.1666667	4.77007977068238e-05	0.0007665989310476	0.088600843574397	188.020547945205	182.666666666667	1
chr3_119832780_119833420_minus	0.000479285	0.026639709	0.071364283	166.9541284	154.2939815	8.52760009232744e-05	0.0011660507794314	0.0767666681690765	130.327397260274	127.503448275862	1
chr2_239251290_239254450_minus	0.001334706	0.045381833	0.071126325	1093.959633	970.2800926	0.0007762557502964	0.0060854617461508	0.0668131182519696	734.484931506849	718.758620689655	1
chr7_36865080_36866200_minus	0.001454148	0.047818743	0.071102894	288.8366972	269.4837963	9.90422270873585e-07	4.29760730369896e-05	0.0990739601460673	195.757534246575	190.429885057471	1
chr10_75135620_75139460_plus	1.97e-05	0.00641856	0.070451584	457.2642202	415.1689815	0.0001306740431524	0.0016024958612691	0.0615603541227397	346.245205479452	341.595402298851	1
chr12_31720940_31722750_minus	0.000683677	0.031450396	0.069894897	416.1651376	377.3935185	2.02784568036214e-08	2.61361199446675e-06	0.11133300047561	305.317808219178	295.158620689655	1
chr18_21046200_21047460_minus	0.000375125	0.023584892	0.068945868	318.7449541	293.0717593	5.33276114674759e-06	0.000150258048112	0.0890307643418375	221.498630136986	215.977011494253	1
chr16_3796860_3799260_minus	0.000121513	0.014057889	0.066267522	747.012844	677.7384259	1.34420845064982e-06	5.417409754283e-05	0.0751028057609324	468.298630136986	457.691954022989	1
chr7_37262200_37263000_minus	0.001051898	0.040066574	0.065684391	176.4642202	162.2916667	0.0017162557958071	0.0109168628497042	0.0626722217021591	109.108219178082	108.048275862069	1
chr1_181010450_181015660_minus	0.000103802	0.013389945	0.065103648	1352.625688	1250.923611	1.12865870971644e-08	1.71839938640162e-06	0.0939052943851104	970.357534246575	937.770114942529	1
chr3_58340510_58349260_plus	0.001103521	0.041651376	0.064946908	1301.310092	1162.800926	2.96675439885374e-08	3.40873883924521e-06	0.0969654100511362	914.41095890411	874.179310344828	1
chr11_2541460_2544190_plus	0.001434818	0.047473899	0.06449234	357.2073394	315.5925926	0.0309654804982185	0.0951944300188326	0.0378181287086196	253.823287671233	256.034482758621	1
chr20_2112200_2114240_plus	0.000863619	0.035527854	0.064346078	218.933945	200.3171296	0.000211620702097	0.0023052489452288	0.0693869821713612	145.554794520548	143.655172413793	1
chr3_122488180_122490790_minus	0.000375946	0.023584892	0.063724122	619.9981651	561.8773148	0.0047953906815854	0.0238883676266395	0.0420259131686684	456.293150684932	454.836781609195	1
chr7_36871180_36874340_minus	0.000118297	0.013959034	0.062430558	873.2623853	797.7777778	7.76436258143386e-05	0.0010992125057511	0.0554014307976603	649.969863013699	644.528735632184	1
chr16_69587970_69602930_plus	0.000147988	0.015251553	0.061781213	2430.304587	2192.946759	0.0294681044427806	0.0919305584984041	0.0312421296004615	1676.74109589041	1673.47586206897	1
chr5_179756170_179760810_plus	0.001289193	0.044571468	0.061687744	567.0550459	521.7083333	1.85653252010547e-06	6.78859889900925e-05	0.0855422119210643	427.697260273973	415.44367816092	1
chr1_51850270_51852340_minus	0.000736529	0.032706776	0.059015113	728.8917431	671.8402778	0.0020956128692318	0.0126941091322597	0.0496598159576847	523.887671232877	519.979310344828	1
chr2_173921230_173923480_minus	0.000102897	0.013389945	0.058575819	742.6348624	670.7939815	0.0001645692662319	0.0019050583373963	0.053364417781887	495.96301369863	490.774712643678	1
chr7_37264460_37266630_minus	0.000612496	0.030001779	0.05710024	780.9559633	730.3078704	0.0151773279256972	0.0566295748338404	0.0384132259163763	536.882191780822	543.827586206897	1
chr17_60519420_60523770_minus	0.001380953	0.046260702	0.054544154	1220.680734	1134.280093	3.54683921261566e-05	0.0006115361516586	0.0674966892567766	845.190410958904	845.229885057471	1
chr7_112880760_112890330_minus	0.00030201	0.021886647	0.047372745	3741.376147	3480.701389	1.50740154878902e-06	5.88383797941862e-05	0.0560088621173695	2634.47123287671	2634.54942528736	1
chr1_100944810_100954990_plus	0.001104318	0.041651376	-0.045286337	2246.069725	2216.733796	1.60541981631597e-05	0.0003384380965002	-0.0622196938405619	1362.98219178082	1473.95172413793	1
chr15_75860680_75866630_plus	0.001537497	0.049454849	-0.048692111	728.1706422	717.8819444	0.0006122380138703	0.005090902807766	-0.0513144462282709	444.705479452055	481.126436781609	1
chr12_45230850_45249290_plus	0.000664906	0.031283123	-0.050742497	2844.222018	2795.74537	1.72474192617181e-05	0.0003541297795574	-0.0619428908572098	1873.9698630137	2001.77931034483	1
chr18_79256520_79261300_plus	0.001146698	0.042449887	-0.054600037	685.2495413	675.4398148	0.0002992639619575	0.003008238320295	-0.0594649354855034	434.658904109589	462.880459770115	1
chr12_45223440_45226510_plus	0.000216792	0.018643389	-0.05576512	496.4880734	485.5347222	0.0062434188379045	0.0289900855082656	-0.0468676084475356	297.109589041096	315.027586206897	1
chr2_119832760_119839190_plus	0.00086419	0.035527854	-0.058119401	838.5394495	877.0393519	0.00017234309722	0.0019696894364018	-0.0574969260469769	556.206849315068	610.24367816092	1
chr3_33427200_33428180_minus	0.00023385	0.019462152	-0.058906135	252.0275229	244.6157407	0.0081237874893361	0.0353613562758524	-0.0416859722074149	168.921917808219	181.0	1
chr6_126058590_126062990_plus	0.000373264	0.023584892	-0.05999386	419.1559633	422.0023148	0.007251915621975	0.0325635776505899	-0.0429924602499966	303.376712328767	328.186206896552	1
chr3_128166520_128169770_plus	0.000847872	0.035187411	-0.060481051	442.2256881	441.8611111	5.17687439090255e-05	0.0008148725802125	-0.0658322970394794	291.384931506849	314.098850574713	1
chr3_119307110_119312970_plus	0.000584013	0.029171512	-0.063319214	615.8477064	599.7986111	0.000672939176435	0.0054715713486839	-0.0614510337146896	474.143835616438	502.544827586207	1
chr11_35742870_35751810_plus	0.000147574	0.015251553	-0.063329387	2557.341284	2594.474537	0.0399005433028875	0.114431663900713	-0.0333524722936116	1770.08767123288	1910.69425287356	1
chr14_68304270_68309950_plus	0.000872837	0.035672191	-0.063512697	576.946789	587.1712963	0.0002080361401404	0.0022806877437051	-0.0659413400657514	394.054794520548	429.422988505747	1
chr5_134942220_134945980_plus	0.000112459	0.013661629	-0.063672834	411.8954128	413.2152778	4.2293814096713e-05	0.0006996053598694	-0.0701067778020678	274.532876712329	296.648275862069	1
chr8_116703220_116704580_minus	8.95e-06	0.005055719	-0.064051926	395.7449541	396.8773148	0.0043359786671424	0.0221471276196413	-0.0405979967757976	244.852054794521	260.820689655172	1
chr9_6952500_6962740_plus	0.000180336	0.016839165	-0.064682179	1587.87156	1584.650463	5.75912284195098e-07	2.89715489443724e-05	-0.0914494725580792	1042.51506849315	1154.79310344828	1
chr10_63514860_63516800_minus	0.000262267	0.020574357	-0.064766232	438.6990826	441.5601852	0.0045023363732068	0.0228046671603337	-0.0449210258012076	321.915068493151	346.011494252874	1
chr13_79390350_79391830_minus	0.001032062	0.039734392	-0.065205817	606.1357798	610.462963	0.0011039524573366	0.0078873222356636	-0.0617627898180497	346.275342465753	375.705747126437	1
chr12_28340220_28344240_plus	0.001365085	0.046004932	-0.066257859	563.5798165	570.8912037	0.0126771196562338	0.0495941112321632	-0.0521194875417764	360.905479452055	392.032183908046	1
chr9_6936010_6939770_plus	0.000919529	0.036923435	-0.066892871	625.1009174	624.1041667	1.14946693588802e-07	8.95999151971393e-06	-0.109572478866745	387.341095890411	432.871264367816	1
chrX_41710310_41712590_minus	0.000449954	0.025944946	-0.067535451	484.2568807	501.2314815	0.001978450086172	0.0121340277958751	-0.0589536822121601	375.420547945205	411.280459770115	1
chr1_101047480_101058920_plus	0.001497046	0.04874803	-0.06776126	1669.036697	1753.319444	5.97056076008326e-07	2.97784577373118e-05	-0.102197953098999	1157.66164383562	1341.9816091954	1
chr16_84719080_84724940_plus	3.56e-05	0.008386884	-0.067794924	804.6752294	809.1944444	5.10993896937888e-07	2.66074522135558e-05	-0.0779196350996629	566.598630136986	618.172413793103	1
chr2_106114480_106115870_minus	0.000615044	0.030001779	-0.068294598	303.1688073	315.0231481	0.0064432177935984	0.0297220024467295	-0.0553196083978071	193.127397260274	214.432183908046	1
chr9_6766250_6768520_plus	0.000693636	0.031675611	-0.068574961	251.0018349	252.6226852	0.0322995737956434	0.0982726894670534	-0.044105872972793	169.913698630137	181.374712643678	1
chr11_108731520_108738230_plus	0.000378359	0.023594714	-0.068753897	836.8623853	852.3402778	1.53823933312654e-06	5.95067771737733e-05	-0.0925665972853472	542.957534246575	608.609195402299	1
chr4_113633160_113637210_minus	0.001552861	0.049693541	-0.068755347	1209.675229	1247.803241	0.0006272665081268	0.0051877012512971	-0.070066607898195	802.912328767123	888.924137931034	1
chr9_131998370_131999610_minus	6.32e-05	0.010619297	-0.069520441	261.6018349	264.8518519	0.0201460552431585	0.0696088318852863	-0.0378270771041899	193.319178082192	205.655172413793	1
chr6_138909530_138910170_minus	0.000571655	0.028784018	-0.069754453	139.933945	143.2893519	0.0217943082479931	0.0734517560176699	-0.0469209528402799	94.5493150684931	100.712643678161	1
chr4_109619790_109633180_plus	0.000783677	0.033581373	-0.070103362	2274.07156	2360.780093	3.63464331233647e-06	0.0001123474447516	-0.0961497957882438	1465.00410958904	1651.40459770115	1
chr20_48977460_48983250_plus	0.000284421	0.021144066	-0.070202738	866.1266055	875.2615741	6.0328865328538e-05	0.0009126449789822	-0.0817798692708771	485.480821917808	530.016091954023	1
chr1_246209420_246211050_minus	0.000405198	0.024551873	-0.072118982	377.0201835	386.525463	1.77836521042771e-05	0.0003637057207657	-0.0997199699273962	260.468493150685	286.062068965517	1
chr14_67965410_67974730_plus	0.001145321	0.042449887	-0.072526991	1816.92844	1881.476852	0.0008680191936347	0.0066117260697131	-0.071734167481017	1222.44383561644	1344.95862068966	1
chr3_105756570_105760160_minus	0.001382201	0.046260702	-0.073780338	1175.143119	1201.400463	0.0328164976854613	0.0993115793608026	-0.0448363231891119	784.094520547945	844.503448275862	1
chr14_67940100_67953050_plus	0.000497667	0.026898726	-0.074157409	2198.122936	2259.8125	1.11102416581125e-05	0.0002608251952831	-0.10376205988955	1394.28630136986	1554.60229885057	1
chr12_120005390_120008610_plus	0.001329364	0.045261687	-0.074505633	406.0587156	419.087963	5.69506876207199e-07	2.87363018174572e-05	-0.105078733905262	265.245205479452	304.912643678161	1
chr6_87644500_87645490_plus	0.001165885	0.042518834	-0.074586381	103.2110092	104.287037	0.0009534698364059	0.0071005684184291	-0.084850508750395	61.813698630137	66.9977011494253	1
chr1_77604750_77605370_minus	0.000417538	0.024819238	-0.074708209	153.546789	153.5740741	2.85979319641095e-05	0.0005177657570831	-0.0927256512375735	91.8109589041096	102.781609195402	1
chr3_197239610_197240490_minus	0.000350327	0.02317289	-0.075359886	177.7504587	180.5069444	0.0158904744021187	0.0584786934168829	-0.0502787366346531	111.591780821918	120.050574712644	1
chr6_158803700_158804500_minus	0.000891887	0.036232899	-0.07570408	228.5082569	226.5625	3.50275217387088e-06	0.0001096026151151	-0.100401745088883	145.8	164.457471264368	1
chr14_68072310_68079400_plus	0.000624896	0.03013108	-0.076862726	1081.456881	1100.291667	0.0002345153749864	0.0024941208283378	-0.0964407776761297	604.906849315068	663.503448275862	1
chr6_5505200_5507380_plus	0.001509051	0.048917109	-0.077227532	188.6201835	189.4837963	0.000728923873957	0.005799979541098	-0.0770549554682878	134.691780821918	147.44367816092	1
chr14_68097270_68113000_plus	0.000215764	0.018618981	-0.077359621	2145.544954	2222.12037	6.67936969098365e-05	0.0009830265116153	-0.0932569367049543	1422.37945205479	1577.04137931034	1
chr10_74260020_74265700_plus	0.000500987	0.027019825	-0.077615766	707.6275229	719.6643519	1.30115812506043e-05	0.0002920314809133	-0.0988674269200565	427.191780821918	476.291954022988	1
chr14_67974840_67979680_plus	0.000357981	0.023221305	-0.077644208	722.612844	736.462963	8.94209064894955e-07	3.9660533227496e-05	-0.117922604538391	473.575342465753	532.333333333333	1
chr4_109604400_109618690_plus	0.001189677	0.043084916	-0.078772626	3006.086239	3150.027778	2.29718823245812e-05	0.0004410567524487	-0.0970066985548944	1911.08082191781	2154.28965517241	1
chr6_143632450_143644560_plus	0.000269291	0.020735411	-0.079064006	2163.416514	2144.583333	1.1146709847162e-07	8.79407851123826e-06	-0.12788841079494	1373.98356164384	1548.00459770115	1
chr11_108738500_108741130_plus	0.000527195	0.027809061	-0.079328464	256.3633028	257.8518519	1.50300795744953e-06	5.87549732315295e-05	-0.110161370307491	156.232876712329	175.949425287356	1
chr6_20688470_20690040_plus	0.000708502	0.03217833	-0.079403455	193.8954128	198.7060185	0.0129307189126678	0.050321564557744	-0.0609667893018219	119.216438356164	130.374712643678	1
chr4_113706810_113709140_minus	0.000999152	0.038946686	-0.079822408	627.2348624	648.6574074	0.001204414087907	0.0083842034167538	-0.0699947696322159	435.913698630137	483.912643678161	1
chr1_101032940_101042040_plus	0.000111207	0.013641998	-0.080469261	1873.974312	1994.488426	8.45686248759312e-07	3.81584774461849e-05	-0.0974932177333151	1247.74931506849	1440.82988505747	1
chr11_6524100_6525690_plus	0.000176862	0.016638961	-0.080651716	197.8036697	200.8240741	1.82998726640942e-06	6.74259231904022e-05	-0.0950593990328842	138.953424657534	153.236781609195	1
chr12_28349160_28352170_plus	8.4e-05	0.012358022	-0.081400218	375.3486239	381.9097222	1.56120621271693e-05	0.0003309935158638	-0.0981590367953568	238.927397260274	263.574712643678	1
chr4_113643290_113644020_minus	0.00105997	0.0403127	-0.082117054	195.8587156	201.1689815	0.0014244820056105	0.0094969572493738	-0.0810499719610612	129.598630136986	143.296551724138	1
chr16_84725380_84728280_plus	0.001020335	0.039458323	-0.082885919	353.3027523	357.2731481	0.0003985883340134	0.0037324529978821	-0.078122238341838	243.241095890411	263.349425287356	1
chr2_62011260_62013020_plus	0.000317606	0.022403074	-0.083282425	149.8146789	150.0046296	5.13300270337876e-07	2.6674196683127e-05	-0.107712957948785	109.97397260274	121.245977011494	1
chr13_73980690_73981440_minus	0.00043263	0.02529571	-0.083407853	185.3302752	190.3703704	8.90019561426176e-05	0.0012059423578089	-0.0968182810651991	126.452054794521	141.004597701149	1
chr13_77318010_77318400_minus	0.000460898	0.026154145	-0.083737583	124.1394495	129.9189815	0.0008862440376592	0.0067034757467923	-0.0828571547616922	71.1767123287671	76.8758620689655	1
chr7_92754220_92755350_minus	0.001437985	0.047474368	-0.083786565	231.9706422	243.6342593	0.0090829523841217	0.0385728199348846	-0.0617492722247616	162.464383561644	183.841379310345	1
chr7_92667250_92667960_minus	0.000338842	0.023104949	-0.083825522	131.1963303	134.8842593	2.33246453434603e-05	0.0004468411637358	-0.101524980270894	90.2232876712329	103.981609195402	1
chr14_91761410_91777060_minus	0.000475481	0.026535565	-0.085091711	7102.513761	7417.988426	0.0013072260033963	0.0089101215280247	-0.0740021852656055	4593.02465753425	5164.6275862069	1
chr1_77605480_77607400_minus	2.93e-05	0.007749544	-0.08512754	451.6954128	460.1134259	1.00394424328802e-05	0.0002435944862442	-0.0838425669913665	290.197260273973	319.022988505747	1
chr21_31698500_31698970_minus	3.14e-05	0.008179838	-0.087263495	112.759633	113.0763889	2.79492861012328e-07	1.7068322203532e-05	-0.116002739141802	70.3109589041096	78.0873563218391	1
chr3_99865030_99870020_plus	0.000142749	0.015228159	-0.087754456	557.7302752	590.2291667	0.0001359355088115	0.0016493411548237	-0.0904769565185216	362.068493150685	411.616091954023	1
